# From state ; class name or eot ; to state
START ; eot ; eot
JL QU_Pi GL_EastAsian ; SP ; SP
JL QU_Pi GL_EastAsian ; EXmEastAsian ; EXmEastAsian
JL QU_Pi GL_EastAsian ; QUmPimPf ; QUmPimPf
JL QU_Pi GL_EastAsian ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
JL QU_Pi GL_EastAsian ; PRmEastAsian ; PRmEastAsian
JL QU_Pi GL_EastAsian ; POmEastAsian ; POmEastAsian
JL QU_Pi GL_EastAsian ; OPmEastAsian ; OPmEastAsian
JL QU_Pi GL_EastAsian ; CP ; CP
JL QU_Pi GL_EastAsian ; IS ; IS
JL QU_Pi GL_EastAsian ; HY ; HY
JL QU_Pi GL_EastAsian ; SY ; SY
JL QU_Pi GL_EastAsian ; NU ; NU
JL QU_Pi GL_EastAsian ; CLmEastAsian ; CLmEastAsian
JL QU_Pi GL_EastAsian ; GLmEastAsian ; GLmEastAsian
JL QU_Pi GL_EastAsian ; QU_Pi ; OPmEastAsian
JL QU_Pi GL_EastAsian ; BB ; BB
JL QU_Pi GL_EastAsian ; QU_Pf ; JL QU_Pf
JL QU_Pi GL_EastAsian ; HH ; HH
JL QU_Pi GL_EastAsian ; HL ; HL
JL QU_Pi GL_EastAsian ; JL ; JL
JL QU_Pi GL_EastAsian ; JV ; JV
JL QU_Pi GL_EastAsian ; JT ; JT
JL QU_Pi GL_EastAsian ; NSmEastAsian ; EXmEastAsian
JL QU_Pi GL_EastAsian ; AK ; AK
JL QU_Pi GL_EastAsian ; VI ; EXmEastAsian
JL QU_Pi GL_EastAsian ; AS ; AK
JL QU_Pi GL_EastAsian ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
JL QU_Pi GL_EastAsian ; VF ; EXmEastAsian
JL QU_Pi GL_EastAsian ; ZW ; ZW
JL QU_Pi GL_EastAsian ; ZWJ ; GL_EastAsian
JL QU_Pi GL_EastAsian ; B2 ; B2
JL QU_Pi GL_EastAsian ; INmEastAsian ; EXmEastAsian
JL QU_Pi GL_EastAsian ; WJ ; WJ
JL QU_Pi GL_EastAsian ; PR_EastAsian ; PR_EastAsian
JL QU_Pi GL_EastAsian ; ID_EastAsian ; ID_EastAsian
JL QU_Pi GL_EastAsian ; OP_EastAsian ; OP_EastAsian
JL QU_Pi GL_EastAsian ; CL_EastAsian ; CL_EastAsian
JL QU_Pi GL_EastAsian ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
JL QU_Pi GL_EastAsian ; AL_DottedCircle ; AL_DottedCircle
JL QU_Pi GL_EastAsian ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
JL QU_Pi GL_EastAsian ; EB_EastAsian ; EB_EastAsian
JL QU_Pi GL_EastAsian ; BA_EastAsian ; BA_EastAsian
JL QU_Pi GL_EastAsian ; NS_EastAsian|CJ ; CJ
JL QU_Pi GL_EastAsian ; H2 ; H2
JL QU_Pi GL_EastAsian ; H3 ; H3
JL QU_Pi GL_EastAsian ; EX_EastAsian ; CJ
JL QU_Pi GL_EastAsian ; IN_EastAsian ; CJ
JL QU_Pi GL_EastAsian ; PO_EastAsian ; PO_EastAsian
JL QU_Pi GL_EastAsian ; CB ; CB
JL QU_Pi GL_EastAsian ; AP ; AP
JL QU_Pi GL_EastAsian ; GL_EastAsian ; GL_EastAsian
JL QU_Pi GL_EastAsian ; RI ; RI
JL QU_Pi GL_EastAsian ; EM ; ID_EastAsian
JL QU_Pi GL_EastAsian ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
JL QU_Pi GL_EastAsian ; SAmMnmMc ; CM
JL QU_Pi GL_EastAsian ; SA_Mn|SA_Mc ; GL_EastAsian
JL QU_Pf CM ; eot ; eot
JL QU_Pf CM ; CM ; JL QU_Pf CM
JL QU_Pf CM ; BAmEastAsian ; BAmEastAsian
JL QU_Pf CM ; LF ; eot
JL QU_Pf CM ; BK|NL ; eot
JL QU_Pf CM ; CR ; CR
JL QU_Pf CM ; SP ; SP
JL QU_Pf CM ; EXmEastAsian ; EXmEastAsian
JL QU_Pf CM ; QUmPimPf ; QUmPimPf
JL QU_Pf CM ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
JL QU_Pf CM ; PRmEastAsian ; PRmEastAsian
JL QU_Pf CM ; POmEastAsian ; POmEastAsian
JL QU_Pf CM ; OPmEastAsian ; OPmEastAsian
JL QU_Pf CM ; CP ; CP
JL QU_Pf CM ; IS ; IS
JL QU_Pf CM ; HY ; CM HY
JL QU_Pf CM ; SY ; SY
JL QU_Pf CM ; NU ; NU
JL QU_Pf CM ; CLmEastAsian ; CLmEastAsian
JL QU_Pf CM ; GLmEastAsian ; GLmEastAsian
JL QU_Pf CM ; QU_Pi ; OPmEastAsian
JL QU_Pf CM ; BB ; BB
JL QU_Pf CM ; QU_Pf ; QUmPimPf
JL QU_Pf CM ; HH ; BAmEastAsian
JL QU_Pf CM ; HL ; HL
JL QU_Pf CM ; JL ; JL QU_Pf CM JL
JL QU_Pf CM ; JV ; JV
JL QU_Pf CM ; JT ; JT
JL QU_Pf CM ; NSmEastAsian ; EXmEastAsian
JL QU_Pf CM ; AK ; AK
JL QU_Pf CM ; VI ; EXmEastAsian
JL QU_Pf CM ; AS ; AK
JL QU_Pf CM ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
JL QU_Pf CM ; VF ; EXmEastAsian
JL QU_Pf CM ; ZW ; ZW
JL QU_Pf CM ; ZWJ ; JL QU_Pf ZWJ
JL QU_Pf CM ; B2 ; B2
JL QU_Pf CM ; INmEastAsian ; EXmEastAsian
JL QU_Pf CM ; WJ ; WJ
JL QU_Pf CM ; PR_EastAsian ; JL QU_Pf CM PR_EastAsian
JL QU_Pf CM ; ID_EastAsian ; JL QU_Pf CM ID_EastAsian
JL QU_Pf CM ; OP_EastAsian ; JL QU_Pf CM OP_EastAsian
JL QU_Pf CM ; CL_EastAsian ; CL_EastAsian
JL QU_Pf CM ; AI_EastAsian|AL_EastAsian ; JL QU_Pf CM AL_EastAsian
JL QU_Pf CM ; AL_DottedCircle ; AL_DottedCircle
JL QU_Pf CM ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
JL QU_Pf CM ; EB_EastAsian ; JL QU_Pf CM EB_EastAsian
JL QU_Pf CM ; BA_EastAsian ; BA_EastAsian
JL QU_Pf CM ; NS_EastAsian|CJ ; CJ
JL QU_Pf CM ; H2 ; JL QU_Pf CM H2
JL QU_Pf CM ; H3 ; JL QU_Pf CM H3
JL QU_Pf CM ; EX_EastAsian ; CJ
JL QU_Pf CM ; IN_EastAsian ; CJ
JL QU_Pf CM ; PO_EastAsian ; JL QU_Pf CM PO_EastAsian
JL QU_Pf CM ; CB ; CB
JL QU_Pf CM ; AP ; AP
JL QU_Pf CM ; GL_EastAsian ; GL_EastAsian
JL QU_Pf CM ; RI ; RI
JL QU_Pf CM ; EM ; JL QU_Pf CM ID_EastAsian
JL QU_Pf CM ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
JL QU_Pf CM ; SAmMnmMc ; CM
JL QU_Pf CM ; SA_Mn|SA_Mc ; JL QU_Pf CM
JL QU_Pf JL ; eot ; eot
JL QU_Pf JL ; CM ; JL CM
JL QU_Pf JL ; BAmEastAsian ; BAmEastAsian
JL QU_Pf JL ; LF ; eot
JL QU_Pf JL ; BK|NL ; eot
JL QU_Pf JL ; CR ; CR
JL QU_Pf JL ; SP ; SP
JL QU_Pf JL ; EXmEastAsian ; EXmEastAsian
JL QU_Pf JL ; QUmPimPf ; QUmPimPf
JL QU_Pf JL ; POmEastAsian ; POmEastAsian
JL QU_Pf JL ; CP ; CP
JL QU_Pf JL ; IS ; IS
JL QU_Pf JL ; HY ; CM HY
JL QU_Pf JL ; SY ; SY
JL QU_Pf JL ; CLmEastAsian ; CLmEastAsian
JL QU_Pf JL ; GLmEastAsian ; GLmEastAsian
JL QU_Pf JL ; QU_Pi ; JL QU_Pi
JL QU_Pf JL ; QU_Pf ; JL QU_Pf
JL QU_Pf JL ; HH ; BAmEastAsian
JL QU_Pf JL ; JL ; JL
JL QU_Pf JL ; JV ; JV
JL QU_Pf JL ; NSmEastAsian ; EXmEastAsian
JL QU_Pf JL ; ZW ; ZW
JL QU_Pf JL ; ZWJ ; JL ZWJ
JL QU_Pf JL ; INmEastAsian ; EXmEastAsian
JL QU_Pf JL ; WJ ; WJ
JL QU_Pf JL ; CL_EastAsian ; CL_EastAsian
JL QU_Pf JL ; BA_EastAsian ; BA_EastAsian
JL QU_Pf JL ; NS_EastAsian|CJ ; CJ
JL QU_Pf JL ; H2 ; H2
JL QU_Pf JL ; H3 ; H3
JL QU_Pf JL ; EX_EastAsian ; CJ
JL QU_Pf JL ; IN_EastAsian ; CJ
JL QU_Pf JL ; PO_EastAsian ; PO_EastAsian
JL QU_Pf JL ; GL_EastAsian ; GL_EastAsian
JL QU_Pf JL ; SA_Mn|SA_Mc ; JL CM
JL QU_Pf PR_EastAsian ; eot ; eot
JL QU_Pf PR_EastAsian ; CM ; PR_EastAsian CM
JL QU_Pf PR_EastAsian ; BAmEastAsian ; BAmEastAsian
JL QU_Pf PR_EastAsian ; LF ; eot
JL QU_Pf PR_EastAsian ; BK|NL ; eot
JL QU_Pf PR_EastAsian ; CR ; CR
JL QU_Pf PR_EastAsian ; SP ; SP
JL QU_Pf PR_EastAsian ; EXmEastAsian ; EXmEastAsian
JL QU_Pf PR_EastAsian ; QUmPimPf ; QUmPimPf
JL QU_Pf PR_EastAsian ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
JL QU_Pf PR_EastAsian ; OPmEastAsian ; PRmEastAsian OPmEastAsian
JL QU_Pf PR_EastAsian ; CP ; CP
JL QU_Pf PR_EastAsian ; IS ; IS
JL QU_Pf PR_EastAsian ; HY ; CM HY
JL QU_Pf PR_EastAsian ; SY ; SY
JL QU_Pf PR_EastAsian ; NU ; NU
JL QU_Pf PR_EastAsian ; CLmEastAsian ; CLmEastAsian
JL QU_Pf PR_EastAsian ; GLmEastAsian ; GLmEastAsian
JL QU_Pf PR_EastAsian ; QU_Pi ; JL QU_Pi
JL QU_Pf PR_EastAsian ; QU_Pf ; JL QU_Pf
JL QU_Pf PR_EastAsian ; HH ; BAmEastAsian
JL QU_Pf PR_EastAsian ; HL ; HL
JL QU_Pf PR_EastAsian ; JL ; JL
JL QU_Pf PR_EastAsian ; JV ; JV
JL QU_Pf PR_EastAsian ; JT ; JT
JL QU_Pf PR_EastAsian ; NSmEastAsian ; EXmEastAsian
JL QU_Pf PR_EastAsian ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
JL QU_Pf PR_EastAsian ; ZW ; ZW
JL QU_Pf PR_EastAsian ; ZWJ ; PR_EastAsian ZWJ
JL QU_Pf PR_EastAsian ; INmEastAsian ; EXmEastAsian
JL QU_Pf PR_EastAsian ; WJ ; WJ
JL QU_Pf PR_EastAsian ; ID_EastAsian ; ID_EastAsian
JL QU_Pf PR_EastAsian ; OP_EastAsian ; PRmEastAsian OPmEastAsian
JL QU_Pf PR_EastAsian ; CL_EastAsian ; CL_EastAsian
JL QU_Pf PR_EastAsian ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
JL QU_Pf PR_EastAsian ; AL_DottedCircle ; AL_DottedCircle
JL QU_Pf PR_EastAsian ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
JL QU_Pf PR_EastAsian ; EB_EastAsian ; EB_EastAsian
JL QU_Pf PR_EastAsian ; BA_EastAsian ; BA_EastAsian
JL QU_Pf PR_EastAsian ; NS_EastAsian|CJ ; CJ
JL QU_Pf PR_EastAsian ; H2 ; H2
JL QU_Pf PR_EastAsian ; H3 ; H3
JL QU_Pf PR_EastAsian ; EX_EastAsian ; CJ
JL QU_Pf PR_EastAsian ; IN_EastAsian ; CJ
JL QU_Pf PR_EastAsian ; GL_EastAsian ; GL_EastAsian
JL QU_Pf PR_EastAsian ; EM ; ID_EastAsian
JL QU_Pf PR_EastAsian ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
JL QU_Pf PR_EastAsian ; SAmMnmMc ; CM
JL QU_Pf PR_EastAsian ; SA_Mn|SA_Mc ; PR_EastAsian CM
JL QU_Pf ID_EastAsian ; eot ; eot
JL QU_Pf ID_EastAsian ; CM ; ID_EastAsian CM
JL QU_Pf ID_EastAsian ; BAmEastAsian ; BAmEastAsian
JL QU_Pf ID_EastAsian ; LF ; eot
JL QU_Pf ID_EastAsian ; BK|NL ; eot
JL QU_Pf ID_EastAsian ; CR ; CR
JL QU_Pf ID_EastAsian ; SP ; SP
JL QU_Pf ID_EastAsian ; EXmEastAsian ; EXmEastAsian
JL QU_Pf ID_EastAsian ; QUmPimPf ; QUmPimPf
JL QU_Pf ID_EastAsian ; POmEastAsian ; POmEastAsian
JL QU_Pf ID_EastAsian ; CP ; CP
JL QU_Pf ID_EastAsian ; IS ; IS
JL QU_Pf ID_EastAsian ; HY ; CM HY
JL QU_Pf ID_EastAsian ; SY ; SY
JL QU_Pf ID_EastAsian ; CLmEastAsian ; CLmEastAsian
JL QU_Pf ID_EastAsian ; GLmEastAsian ; GLmEastAsian
JL QU_Pf ID_EastAsian ; QU_Pi ; JL QU_Pi
JL QU_Pf ID_EastAsian ; QU_Pf ; JL QU_Pf
JL QU_Pf ID_EastAsian ; HH ; BAmEastAsian
JL QU_Pf ID_EastAsian ; NSmEastAsian ; EXmEastAsian
JL QU_Pf ID_EastAsian ; ZW ; ZW
JL QU_Pf ID_EastAsian ; ZWJ ; ID_EastAsian ZWJ
JL QU_Pf ID_EastAsian ; INmEastAsian ; EXmEastAsian
JL QU_Pf ID_EastAsian ; WJ ; WJ
JL QU_Pf ID_EastAsian ; CL_EastAsian ; CL_EastAsian
JL QU_Pf ID_EastAsian ; BA_EastAsian ; BA_EastAsian
JL QU_Pf ID_EastAsian ; NS_EastAsian|CJ ; CJ
JL QU_Pf ID_EastAsian ; EX_EastAsian ; CJ
JL QU_Pf ID_EastAsian ; IN_EastAsian ; CJ
JL QU_Pf ID_EastAsian ; PO_EastAsian ; PO_EastAsian
JL QU_Pf ID_EastAsian ; GL_EastAsian ; GL_EastAsian
JL QU_Pf ID_EastAsian ; SA_Mn|SA_Mc ; ID_EastAsian CM
JL QU_Pf AL_EastAsian ; eot ; eot
JL QU_Pf AL_EastAsian ; CM ; AL_EastAsian CM
JL QU_Pf AL_EastAsian ; BAmEastAsian ; BAmEastAsian
JL QU_Pf AL_EastAsian ; LF ; eot
JL QU_Pf AL_EastAsian ; BK|NL ; eot
JL QU_Pf AL_EastAsian ; CR ; CR
JL QU_Pf AL_EastAsian ; SP ; SP
JL QU_Pf AL_EastAsian ; EXmEastAsian ; EXmEastAsian
JL QU_Pf AL_EastAsian ; QUmPimPf ; QUmPimPf
JL QU_Pf AL_EastAsian ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
JL QU_Pf AL_EastAsian ; PRmEastAsian ; PRmEastAsian
JL QU_Pf AL_EastAsian ; POmEastAsian ; POmEastAsian
JL QU_Pf AL_EastAsian ; OPmEastAsian ; OPmEastAsian
JL QU_Pf AL_EastAsian ; CP ; CP
JL QU_Pf AL_EastAsian ; IS ; IS
JL QU_Pf AL_EastAsian ; HY ; CM HY
JL QU_Pf AL_EastAsian ; SY ; SY
JL QU_Pf AL_EastAsian ; NU ; NU
JL QU_Pf AL_EastAsian ; CLmEastAsian ; CLmEastAsian
JL QU_Pf AL_EastAsian ; GLmEastAsian ; GLmEastAsian
JL QU_Pf AL_EastAsian ; QU_Pi ; JL QU_Pi
JL QU_Pf AL_EastAsian ; QU_Pf ; JL QU_Pf
JL QU_Pf AL_EastAsian ; HH ; BAmEastAsian
JL QU_Pf AL_EastAsian ; HL ; HL
JL QU_Pf AL_EastAsian ; NSmEastAsian ; EXmEastAsian
JL QU_Pf AL_EastAsian ; ZW ; ZW
JL QU_Pf AL_EastAsian ; ZWJ ; AL_EastAsian ZWJ
JL QU_Pf AL_EastAsian ; INmEastAsian ; EXmEastAsian
JL QU_Pf AL_EastAsian ; WJ ; WJ
JL QU_Pf AL_EastAsian ; PR_EastAsian ; PR_EastAsian
JL QU_Pf AL_EastAsian ; CL_EastAsian ; CL_EastAsian
JL QU_Pf AL_EastAsian ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
JL QU_Pf AL_EastAsian ; AL_DottedCircle ; AL_DottedCircle
JL QU_Pf AL_EastAsian ; BA_EastAsian ; BA_EastAsian
JL QU_Pf AL_EastAsian ; NS_EastAsian|CJ ; CJ
JL QU_Pf AL_EastAsian ; EX_EastAsian ; CJ
JL QU_Pf AL_EastAsian ; IN_EastAsian ; CJ
JL QU_Pf AL_EastAsian ; PO_EastAsian ; PO_EastAsian
JL QU_Pf AL_EastAsian ; GL_EastAsian ; GL_EastAsian
JL QU_Pf AL_EastAsian ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
JL QU_Pf AL_EastAsian ; SAmMnmMc ; CM
JL QU_Pf AL_EastAsian ; SA_Mn|SA_Mc ; AL_EastAsian CM
JL QU_Pf EB_EastAsian ; eot ; eot
JL QU_Pf EB_EastAsian ; CM ; EB_EastAsian CM
JL QU_Pf EB_EastAsian ; BAmEastAsian ; BAmEastAsian
JL QU_Pf EB_EastAsian ; LF ; eot
JL QU_Pf EB_EastAsian ; BK|NL ; eot
JL QU_Pf EB_EastAsian ; CR ; CR
JL QU_Pf EB_EastAsian ; SP ; SP
JL QU_Pf EB_EastAsian ; EXmEastAsian ; EXmEastAsian
JL QU_Pf EB_EastAsian ; QUmPimPf ; QUmPimPf
JL QU_Pf EB_EastAsian ; POmEastAsian ; POmEastAsian
JL QU_Pf EB_EastAsian ; CP ; CP
JL QU_Pf EB_EastAsian ; IS ; IS
JL QU_Pf EB_EastAsian ; HY ; CM HY
JL QU_Pf EB_EastAsian ; SY ; SY
JL QU_Pf EB_EastAsian ; CLmEastAsian ; CLmEastAsian
JL QU_Pf EB_EastAsian ; GLmEastAsian ; GLmEastAsian
JL QU_Pf EB_EastAsian ; QU_Pi ; JL QU_Pi
JL QU_Pf EB_EastAsian ; QU_Pf ; JL QU_Pf
JL QU_Pf EB_EastAsian ; HH ; BAmEastAsian
JL QU_Pf EB_EastAsian ; NSmEastAsian ; EXmEastAsian
JL QU_Pf EB_EastAsian ; ZW ; ZW
JL QU_Pf EB_EastAsian ; ZWJ ; EB_EastAsian ZWJ
JL QU_Pf EB_EastAsian ; INmEastAsian ; EXmEastAsian
JL QU_Pf EB_EastAsian ; WJ ; WJ
JL QU_Pf EB_EastAsian ; CL_EastAsian ; CL_EastAsian
JL QU_Pf EB_EastAsian ; BA_EastAsian ; BA_EastAsian
JL QU_Pf EB_EastAsian ; NS_EastAsian|CJ ; CJ
JL QU_Pf EB_EastAsian ; EX_EastAsian ; CJ
JL QU_Pf EB_EastAsian ; IN_EastAsian ; CJ
JL QU_Pf EB_EastAsian ; PO_EastAsian ; PO_EastAsian
JL QU_Pf EB_EastAsian ; GL_EastAsian ; GL_EastAsian
JL QU_Pf EB_EastAsian ; EM ; ID_EastAsian
JL QU_Pf EB_EastAsian ; SA_Mn|SA_Mc ; EB_EastAsian CM
JL QU_Pf H2 ; eot ; eot
JL QU_Pf H2 ; CM ; H2 CM
JL QU_Pf H2 ; BAmEastAsian ; BAmEastAsian
JL QU_Pf H2 ; LF ; eot
JL QU_Pf H2 ; BK|NL ; eot
JL QU_Pf H2 ; CR ; CR
JL QU_Pf H2 ; SP ; SP
JL QU_Pf H2 ; EXmEastAsian ; EXmEastAsian
JL QU_Pf H2 ; QUmPimPf ; QUmPimPf
JL QU_Pf H2 ; POmEastAsian ; POmEastAsian
JL QU_Pf H2 ; CP ; CP
JL QU_Pf H2 ; IS ; IS
JL QU_Pf H2 ; HY ; CM HY
JL QU_Pf H2 ; SY ; SY
JL QU_Pf H2 ; CLmEastAsian ; CLmEastAsian
JL QU_Pf H2 ; GLmEastAsian ; GLmEastAsian
JL QU_Pf H2 ; QU_Pi ; JL QU_Pi
JL QU_Pf H2 ; QU_Pf ; JL QU_Pf
JL QU_Pf H2 ; HH ; BAmEastAsian
JL QU_Pf H2 ; JV ; JV
JL QU_Pf H2 ; JT ; JT
JL QU_Pf H2 ; NSmEastAsian ; EXmEastAsian
JL QU_Pf H2 ; ZW ; ZW
JL QU_Pf H2 ; ZWJ ; H2 ZWJ
JL QU_Pf H2 ; INmEastAsian ; EXmEastAsian
JL QU_Pf H2 ; WJ ; WJ
JL QU_Pf H2 ; CL_EastAsian ; CL_EastAsian
JL QU_Pf H2 ; BA_EastAsian ; BA_EastAsian
JL QU_Pf H2 ; NS_EastAsian|CJ ; CJ
JL QU_Pf H2 ; EX_EastAsian ; CJ
JL QU_Pf H2 ; IN_EastAsian ; CJ
JL QU_Pf H2 ; PO_EastAsian ; PO_EastAsian
JL QU_Pf H2 ; GL_EastAsian ; GL_EastAsian
JL QU_Pf H2 ; SA_Mn|SA_Mc ; H2 CM
JL QU_Pf H3 ; eot ; eot
JL QU_Pf H3 ; CM ; H3 CM
JL QU_Pf H3 ; BAmEastAsian ; BAmEastAsian
JL QU_Pf H3 ; LF ; eot
JL QU_Pf H3 ; BK|NL ; eot
JL QU_Pf H3 ; CR ; CR
JL QU_Pf H3 ; SP ; SP
JL QU_Pf H3 ; EXmEastAsian ; EXmEastAsian
JL QU_Pf H3 ; QUmPimPf ; QUmPimPf
JL QU_Pf H3 ; POmEastAsian ; POmEastAsian
JL QU_Pf H3 ; CP ; CP
JL QU_Pf H3 ; IS ; IS
JL QU_Pf H3 ; HY ; CM HY
JL QU_Pf H3 ; SY ; SY
JL QU_Pf H3 ; CLmEastAsian ; CLmEastAsian
JL QU_Pf H3 ; GLmEastAsian ; GLmEastAsian
JL QU_Pf H3 ; QU_Pi ; JL QU_Pi
JL QU_Pf H3 ; QU_Pf ; JL QU_Pf
JL QU_Pf H3 ; HH ; BAmEastAsian
JL QU_Pf H3 ; JT ; JT
JL QU_Pf H3 ; NSmEastAsian ; EXmEastAsian
JL QU_Pf H3 ; ZW ; ZW
JL QU_Pf H3 ; ZWJ ; H3 ZWJ
JL QU_Pf H3 ; INmEastAsian ; EXmEastAsian
JL QU_Pf H3 ; WJ ; WJ
JL QU_Pf H3 ; CL_EastAsian ; CL_EastAsian
JL QU_Pf H3 ; BA_EastAsian ; BA_EastAsian
JL QU_Pf H3 ; NS_EastAsian|CJ ; CJ
JL QU_Pf H3 ; EX_EastAsian ; CJ
JL QU_Pf H3 ; IN_EastAsian ; CJ
JL QU_Pf H3 ; PO_EastAsian ; PO_EastAsian
JL QU_Pf H3 ; GL_EastAsian ; GL_EastAsian
JL QU_Pf H3 ; SA_Mn|SA_Mc ; H3 CM
JL QU_Pf PO_EastAsian ; eot ; eot
JL QU_Pf PO_EastAsian ; CM ; PO_EastAsian CM
JL QU_Pf PO_EastAsian ; BAmEastAsian ; BAmEastAsian
JL QU_Pf PO_EastAsian ; LF ; eot
JL QU_Pf PO_EastAsian ; BK|NL ; eot
JL QU_Pf PO_EastAsian ; CR ; CR
JL QU_Pf PO_EastAsian ; SP ; SP
JL QU_Pf PO_EastAsian ; EXmEastAsian ; EXmEastAsian
JL QU_Pf PO_EastAsian ; QUmPimPf ; QUmPimPf
JL QU_Pf PO_EastAsian ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
JL QU_Pf PO_EastAsian ; OPmEastAsian ; PRmEastAsian OPmEastAsian
JL QU_Pf PO_EastAsian ; CP ; CP
JL QU_Pf PO_EastAsian ; IS ; IS
JL QU_Pf PO_EastAsian ; HY ; CM HY
JL QU_Pf PO_EastAsian ; SY ; SY
JL QU_Pf PO_EastAsian ; NU ; NU
JL QU_Pf PO_EastAsian ; CLmEastAsian ; CLmEastAsian
JL QU_Pf PO_EastAsian ; GLmEastAsian ; GLmEastAsian
JL QU_Pf PO_EastAsian ; QU_Pi ; JL QU_Pi
JL QU_Pf PO_EastAsian ; QU_Pf ; JL QU_Pf
JL QU_Pf PO_EastAsian ; HH ; BAmEastAsian
JL QU_Pf PO_EastAsian ; HL ; HL
JL QU_Pf PO_EastAsian ; NSmEastAsian ; EXmEastAsian
JL QU_Pf PO_EastAsian ; ZW ; ZW
JL QU_Pf PO_EastAsian ; ZWJ ; PO_EastAsian ZWJ
JL QU_Pf PO_EastAsian ; INmEastAsian ; EXmEastAsian
JL QU_Pf PO_EastAsian ; WJ ; WJ
JL QU_Pf PO_EastAsian ; OP_EastAsian ; PRmEastAsian OPmEastAsian
JL QU_Pf PO_EastAsian ; CL_EastAsian ; CL_EastAsian
JL QU_Pf PO_EastAsian ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
JL QU_Pf PO_EastAsian ; AL_DottedCircle ; AL_DottedCircle
JL QU_Pf PO_EastAsian ; BA_EastAsian ; BA_EastAsian
JL QU_Pf PO_EastAsian ; NS_EastAsian|CJ ; CJ
JL QU_Pf PO_EastAsian ; EX_EastAsian ; CJ
JL QU_Pf PO_EastAsian ; IN_EastAsian ; CJ
JL QU_Pf PO_EastAsian ; GL_EastAsian ; GL_EastAsian
JL QU_Pf PO_EastAsian ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
JL QU_Pf PO_EastAsian ; SAmMnmMc ; CM
JL QU_Pf PO_EastAsian ; SA_Mn|SA_Mc ; PO_EastAsian CM
JL QU_Pf OP_EastAsian ; eot ; eot
JL QU_Pf OP_EastAsian ; CM ; OP_EastAsian
JL QU_Pf OP_EastAsian ; BAmEastAsian ; BAmEastAsian
JL QU_Pf OP_EastAsian ; LF ; eot
JL QU_Pf OP_EastAsian ; BK|NL ; eot
JL QU_Pf OP_EastAsian ; CR ; CR
JL QU_Pf OP_EastAsian ; SP ; OPmEastAsian SP
JL QU_Pf OP_EastAsian ; EXmEastAsian ; EXmEastAsian
JL QU_Pf OP_EastAsian ; QUmPimPf ; QUmPimPf
JL QU_Pf OP_EastAsian ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
JL QU_Pf OP_EastAsian ; PRmEastAsian ; PRmEastAsian
JL QU_Pf OP_EastAsian ; POmEastAsian ; POmEastAsian
JL QU_Pf OP_EastAsian ; OPmEastAsian ; OPmEastAsian
JL QU_Pf OP_EastAsian ; CP ; CP
JL QU_Pf OP_EastAsian ; IS ; IS
JL QU_Pf OP_EastAsian ; HY ; CM HY
JL QU_Pf OP_EastAsian ; SY ; SY
JL QU_Pf OP_EastAsian ; NU ; NU
JL QU_Pf OP_EastAsian ; CLmEastAsian ; CLmEastAsian
JL QU_Pf OP_EastAsian ; GLmEastAsian ; GLmEastAsian
JL QU_Pf OP_EastAsian ; QU_Pi ; OPmEastAsian
JL QU_Pf OP_EastAsian ; BB ; BB
JL QU_Pf OP_EastAsian ; QU_Pf ; JL QU_Pf
JL QU_Pf OP_EastAsian ; HH ; BAmEastAsian
JL QU_Pf OP_EastAsian ; HL ; HL
JL QU_Pf OP_EastAsian ; JL ; JL
JL QU_Pf OP_EastAsian ; JV ; JV
JL QU_Pf OP_EastAsian ; JT ; JT
JL QU_Pf OP_EastAsian ; NSmEastAsian ; EXmEastAsian
JL QU_Pf OP_EastAsian ; AK ; AK
JL QU_Pf OP_EastAsian ; VI ; EXmEastAsian
JL QU_Pf OP_EastAsian ; AS ; AK
JL QU_Pf OP_EastAsian ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
JL QU_Pf OP_EastAsian ; VF ; EXmEastAsian
JL QU_Pf OP_EastAsian ; ZW ; ZW
